V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.944,0.912,0.715,0.859,0.978,-0.476,0.802,0.913,1.161,-0.03307235614231207,0.398,-0.406,0.997,0.846,1.372,1.063,1.04,0.43,0.537,-0.324,0.191,-1.014,0.872,0.331,-1.313,-0.303,-0.803,0.559,0.223,0.259,-0.185,1.41,0.718,0.534,-0.29,0.364,0.666,0.042,1.343
0.966,0.874,0.751,0.693,0.961,-0.365,0.751,0.912,1.143,-0.03307235614231207,0.563,-0.138,1.277,0.897,1.284,1.063,0.858,0.43,0.524,-0.932,-0.086,-1.046,1.068,0.3411044134692819,-1.313,-0.568,-0.795,0.576,-0.457,0.45,0.197,1.194,-0.28,0.534,-0.29,0.364,0.815,-0.339,1.188
1.137,1.1,0.854,0.541,1.163,-0.407,0.723,0.871,1.231,-0.03307235614231207,0.073,-0.241,1.392,0.42,1.513,1.568,0.893,0.43,0.525,-0.077,-0.092,-0.768,1.225,0.336,-1.313,-0.667,-1.039,0.718,-0.456,0.953,-0.085,1.255,0.154,0.534,-0.29,0.364,0.181,-0.442,1.281
1.639,1.245,1.098,0.48,1.176,-0.441,0.728,0.871,0.4284308510638298,-0.03307235614231207,0.28,-0.354,1.512,0.803,1.582,1.683,0.929,0.43,0.525,-0.32,-0.044,-0.983,1.445,0.3411044134692819,-1.314,-0.67,-0.835,0.3359893617021276,-0.454,1.563,0.273,1.255,0.379,0.534,-0.29,0.364,-0.091,-0.646,1.607
1.229,0.635,0.929,-0.416,0.475,-0.574,0.382,0.772,1.323,-0.03307235614231207,0.629,-0.509,0.103,1.295,1.613,0.177,0.614,0.165,0.527,-0.78,0.411,-1.499,1.445,0.344,-1.343,-0.065,-0.218,0.531,-0.455,-0.122,0.902,0.566,0.561,0.247,-0.571,0.3641731062503687,0.611,-1.179,1.226
1.172,0.42,1.311,-0.405,0.221,-0.78,0.535,0.776,1.11,-0.03307235614231207,0.623,-0.95,0.308,1.575,1.705,0.23,0.954,0.165,0.526,-1.102,0.411,-1.716,1.626,0.344,-0.964,-0.204,0.065,0.49,-1.285,0.157,1.295,0.497,0.163,0.247,-0.571,0.3641731062503687,0.725,-1.427,1.072
0.78,0.188,1.076,-0.338,-0.049,-0.304,0.69,0.866,0.657,-0.03307235614231207,0.896,-0.113,0.174,0.779,1.647,0.428,1.086,0.165,0.526,-0.787,0.173,-0.98,1.626,0.34,-1.342,-0.069,0.065,0.383,-0.451,0.015,0.842,0.322,0.81,0.534,-0.29,0.364,0.745,-0.239,0.613
0.524,0.412,1.066,-0.319,-0.054,-0.209,0.703,0.866,0.579,-0.03307235614231207,-0.25,0.114,-0.001,1.399,1.681,0.169,0.957,0.165,0.53,-1.437,0.147,-1.398,1.626,0.342,-1.343,0.023,0.468,0.439,-0.451,-0.116,0.126,0.41,-0.308,0.534,-0.29,0.364,0.039,-0.786,0.356
0.309,0.308,0.427,-0.288,0.118,-0.372,0.702,0.903,0.379,-0.03307235614231207,0.03,-0.186,0.145,0.802,1.695,0.083,0.916,0.165,0.531,-1.006,0.162,-0.869,1.445,0.342,-1.343,0.105,0.415,0.277,-0.454,-0.101,0.258,0.697,0.284,0.534,-0.29,0.364,-0.205,0.56,0.417
0.301,0.559,0.617,-0.279,0.268,-0.287,0.653,0.892,0.247,-0.03307235614231207,-0.054,0.134,0.19,0.933,1.57,-0.017,0.621,0.165,0.524,-1.542,-0.255,-0.979,1.445,0.345,-1.344,-0.135,0.669,0.37,-0.454,0.104,0.301,0.442,0.649,0.534,-0.29,0.364,-0.342,-0.224,0.794
-0.326,-0.397,0.273,-0.314,0.31,-0.271,0.615,0.892,-0.251,-0.03307235614231207,0.389,0.018,0.153,1.128,1.548,0.066,0.607,0.165,0.523,-1.253,-0.519,-1.146,1.626,0.35,-1.344,-0.313,0.67,0.166,-0.454,0.19,0.152,0.225,0.545,0.534,-0.29,0.364,0.642,0.61,-0.217
0.40560646770201064,0.107,-0.009,-1.093,0.13554063955030357,-0.215,-0.447,-0.511,-0.431,0.042,0.157,0.493,0.147952440767372,0.82,1.424,-0.58,-1.14,-0.366,-0.291,-0.899,-0.053,-1.234,0.872,0.342,1.166,-0.375,0.21,0.239,-0.449,-1.042,-0.15,-0.604,0.548,-0.499,0.385,0.364,-0.392,-0.697,-1.019
0.40560646770201064,0.001,0.062,-0.647,0.13554063955030357,-0.183,-0.258,-0.405,-0.214,-0.03307235614231207,0.2513143946091433,0.299,-1.326,0.735,1.413,-1.364,-0.538,-0.366,-0.293,-0.701,0.432,-1.306,1.068,0.341,1.402,0.193,0.06,0.178,-0.456,-1.273,-0.156,0.077,-0.057,-0.499,0.385,0.364,0.22761818775662554,-0.742,0.153
-0.507,-0.407,0.269,-0.379,0.13554063955030357,-0.373,-0.045,-0.394,0.134,-0.03307235614231207,0.497,-0.067,0.147952440767372,0.669,1.298,-1.498,-0.538,-0.366,-0.289,-0.844,-0.161,-1.186,1.068,0.341,1.402,0.101,0.395,0.346,-0.45,-1.405,-0.156,-0.194,0.378,-0.499,0.385,0.364,0.125,-0.885,0.048
1.103,0.882,1.434,-0.602,0.477,-0.156,0.582,0.214,1.278,-0.03307235614231207,0.375,0.303,-0.43,1.539,1.564,-0.764,1.198,0.165,0.45,-1.243,0.558,-1.342,1.445,0.333,0.968,0.262,1.234,0.488,-0.456,-0.538,-0.992,0.487,-1.065,0.419,0.16,0.364,0.373,-1.384,0.576
-0.573,-0.47,0.33,-0.611,-0.124,-0.07,0.648,0.307,0.209,-0.03307235614231207,0.2513143946091433,0.465,-0.055,1.3,1.555,-0.566,1.004,0.342,1.268,-1.633,0.11,-1.085,1.445,0.343,0.968,0.175,1.297,0.178,-0.456,-0.21,-0.975,0.409,-1.141,0.419,0.16,0.364,0.661,1.174,-0.863
1.34,0.764,0.859,-0.568,0.701,-0.45,0.195,0.257,1.081,0.042,-0.505,-0.123,0.804,1.064,1.784,1.374,0.103,0.165,-0.579,-0.46,0.512,-1.4,1.068,0.337,-1.191,-0.451,-0.321,0.559,-0.456,1.416,0.032,0.498,0.734,-0.843,0.16,0.364,-1.215,-0.709,1.906
0.851,0.301,0.857,-0.114,0.495,-0.686,0.302,0.321,0.356,0.042,0.949,-0.11,0.385,0.513,1.714,1.262,1.044,0.829,-1.032,-0.683,-0.197,-0.774,1.445,0.324,-1.191,-0.743,-0.128,0.467,-0.45,0.876,-0.861,0.411,-0.271,0.104,0.933,0.364,1.676,-0.401,0.648
1.349,0.935,1.028,-0.135,0.759,-0.699,0.352,0.321,1.27,0.042,-0.121,-0.061,0.683,1.207,1.797,1.093,0.907,0.961,-0.575,-0.723,0.092,-1.293,1.068,0.333,-1.191,-0.56,0.303,0.602,-0.448,0.95,-0.74,0.411,-0.673,-1.473,-0.459,0.364,-0.031,-0.875,0.712
0.852,0.82,0.616,-0.138,0.636,-0.671,0.433,0.393,1.014,0.042,-0.502,0.021,0.7,0.694,1.854,1.078,1.08,0.165,-0.579,-0.621,0.148,-0.931,1.068,0.347,-1.191,-0.264,-0.014,0.441,-0.452,0.95,-0.588,0.931,-0.735,-1.105,-0.149,0.364,-0.342,0.031,0.947
0.38,0.154,0.118,-0.745,0.273,-0.644,0.316,0.402,0.451,0.042,0.61,-0.178,0.419,0.987,1.876,0.98,0.889,0.165,-0.568,-0.863,-0.811,-1.283,1.445,0.335,-1.191,-0.531,0.181,0.359,-0.452,0.977,-0.369,0.76,-0.835,-0.843,0.16,0.364,0.336,0.496,1.121
0.965,0.835,0.69,-0.719,0.767,-0.685,0.27,0.419,1.05,0.042,0.981,-0.241,0.625,1.082,1.684,0.98,0.847,0.165,-0.579,-0.837,-0.9,-1.237,1.445,0.334,-1.191,-0.835,0.393,0.575,-0.455,1.109,-0.57,0.724,-0.79,-0.843,0.16,0.364,0.837,-0.363,1.084
0.688,0.702,0.39,-0.153,0.644,-0.469,0.321,0.413,1.487,0.042,0.787,0.331,0.432,0.116,1.347,1.114,0.996,0.386,-0.573,-0.989,-1.035,-0.445,1.445,0.352,-1.191,-0.81,0.263,0.402,-0.451,1.074,-0.806,1.045,-0.89,-0.843,0.16,0.364,0.337,0.591,0.9
0.505,0.794,0.582,-0.271,0.789,-0.44,0.266,0.413,0.605,0.042,-0.645,0.458,0.819,-0.827,1.05,1.172,0.68,0.43,-0.578,-0.475,-0.798,0.062,1.445,0.352,-1.192,-0.64,-0.275,0.514,-0.458,1.152,-0.596,0.705,-0.252,-0.843,0.16,0.364,-0.35,-0.121,0.296
-0.57,-0.574,-0.571,-0.35,0.058,-0.601,0.02,0.395,-0.492,0.042,-0.182,-0.089,0.189,0.388,1.256,1.177,0.503,0.165,-0.577,-0.869,-0.981,-0.856,1.445,0.329,-1.191,-0.519,0.316,0.114,-0.456,1.152,0.278,0.26,0.466,-0.843,0.16,0.364,0.755,1.337,-1.054
1.113,0.814,0.338,-0.407,0.759,-0.559,-0.093,0.35,0.584,0.042,0.2513143946091433,-0.361,0.698,0.678,1.449,1.352,0.067,0.165,-0.568,-0.661,-0.595,-1.138,1.068,0.346,-1.191,-0.483,0.429,0.611,-0.458,1.345,-0.042,0.235,-0.53,-0.843,0.16,0.364,0.22761818775662554,-0.38,0.551
0.983,0.39,2.393,-0.036,0.481,-1.417,0.112,0.283,0.6,0.042,-0.069,-1.861,0.774,1.356,1.655,1.278,0.804,0.165,-0.587,-1.157,0.204,-1.445,1.301,0.347,-1.191,-0.301,0.998,0.401,-0.45,1.253,-0.625,0.799,-0.633,-0.843,0.16,0.364,-0.418,-2.362,0.906
0.515,0.344,0.5,-0.537,0.339,-0.334,0.191,0.283,0.581,0.042,1.615,0.206,0.278,0.646,1.754,1.095,1.138,0.386,-0.57,-1.187,0.123,-0.896,1.626,0.351,-1.191,-0.179,0.941,0.305,-0.453,0.283,-0.442,0.605,-0.666,-0.843,0.16,0.364,1.4,0.493,0.226
1.023,0.925,0.954,-0.066,0.616,-0.491,0.112,0.375,0.711,0.042,-0.202,-0.064,0.019,1.34,1.725,0.545,0.884,0.43,-0.577,-0.869,0.43,-1.409,1.068,0.337,0.167,-0.292,1.224,0.6,1.29,0.204,-0.68,0.716,-0.876,-0.843,0.16,0.364,0.189,-0.753,0.817
0.515,0.776,-0.309,-1.132,1.158,-0.456,-0.708,0.112,0.351,0.042,0.2513143946091433,-0.023,0.647,0.044,0.979,0.9,-0.225,0.165,-0.562,-1.124,-0.448,-0.668,1.445,0.342,-0.482,-0.641,0.177,0.421,-0.453,1.245,-0.201,0.141,-0.164,-0.843,0.16,0.364,0.22761818775662554,0.609,-0.361
1.268,0.782,1.12,-1.061,1.163,-1.18,-0.556,-0.019,1.07,0.042,-0.256,-1.41,0.913,0.641,1.19,1.275,-0.065,0.165,-0.57,-0.516,0.349,-1.133,1.445,0.348,-1.191,-0.624,0.206,0.54,-0.459,1.72,-0.073,0.658,0.16,-0.843,0.16,0.364,-0.68,-1.227,0.697
1.644,0.837,1.238,-0.362,0.872,-0.4,-0.352,0.012,1.285,0.042,0.657,0.172,0.526,0.382,1.476,1.4,0.383,0.43,-0.578,-1.207,0.918,-0.843,1.445,0.341,-0.485,-0.449,0.628,0.653,-0.46,1.062,0.809,0.793,0.126,-0.843,0.16,0.364,0.714,-0.912,1.425
0.771,0.558,0.139,0.217,0.828,-0.053,-0.368,0.055,1.341,0.042,0.2513143946091433,0.995,0.04,-2.233,0.929,1.105,0.65,0.43,-0.42,-0.443,0.332,0.903,1.626,0.342,-0.484,-0.45,-0.696,0.406,-0.459,1.004,-0.091,1.119,-0.828,-0.843,0.16,0.364,1.536,1.302,0.719
-0.155,0.227,-0.843,-0.697,-0.348,-0.24,-0.127,-0.25,0.157,0.042,-0.587,-0.158,-0.618,0.562,1.098,-0.706,0.011,0.696,-0.391,0.486,-0.648,-0.943,0.872,0.352,1.112,-0.25,0.84,0.12,1.519,-0.798,0.846,-0.052,0.734,-0.327,-0.571,0.3641731062503687,-0.515,0.708,-0.312
0.195,0.09,-0.66,-0.7,-0.689,-0.103,-0.051,-0.177,0.33,0.042,-0.842,0.27,-0.584,-0.298,1.09,-0.832,-0.162,0.696,-0.386,0.884,-0.758,-0.336,0.872,0.348,1.112,-0.166,0.193,0.222,1.442,-0.614,0.205,0.059,0.234,-0.327,-0.571,0.364,-0.934,-0.594,0.026
0.179,0.146,-0.748,-0.735,-0.557,-0.47,-0.054,-0.155,0.197,0.042,-0.032,-0.579,-0.457,1.234,0.963,-0.832,-0.123,0.696,-0.391,0.66,-0.936,-1.575,0.872,0.343,1.112,-0.33,0.074,0.256,1.013,-0.89,0.232,0.03,0.414,-0.613,-0.29,0.364,0.062,-0.444,0.071
0.226,0.107,-1.05,-0.699,0.102,-0.112,-0.182,-0.013,0.06,0.042,-0.39,0.389,-0.147,-1.274,0.847,-0.691,-0.323,0.696,1.152,0.817,-1.039,0.281,1.068,0.349,1.112,-0.59,-0.917,0.182,0.339,-0.662,0.589,-0.208,0.44,-0.04,0.273,0.364,-0.295,0.88,-0.508
0.234,-0.059,-1.234,-0.357,0.643,-0.085,-0.393,-0.083,-0.148,0.042,-1.133,0.416,1.254,0.214,0.764,1.766,-0.917,0.43,0.067,1.004,-0.83,-0.738,0.64,0.349,0.396,-1.4,-0.987,0.031,-0.457,1.388,-0.374,0.36121099290780145,-0.48,-0.04,0.273,0.364,0.22761818775662554,0.181,0.098
-0.03,0.361,-1.289,-0.619,0.77,-1.02,-0.498,-0.159,0.039,0.042,0.2513143946091433,-2.062,1.004,1.119,0.979,1.575,-1.117,0.696,0.066,1.027,-1.216,-1.578,0.872,0.342,0.057,-1.616,-1.203,0.209,-0.462,1.4,0.207,0.36121099290780145,1.048,-0.04,0.273,0.364,0.22761818775662554,0.116,0.489
1.091,0.856,-1.025,-0.604,0.73,-0.836,-0.336,-0.159,0.734,0.042,-0.276,-1.608,1.471,1.361,0.909,1.728,-0.998,0.43,0.066,0.711,-0.662,-1.74,0.872,0.343,-0.168,-0.12150297636588671,-0.975,0.281,-0.458,1.311,0.053,-0.144,0.487,-0.04,0.273,0.364,-0.281,-0.755,0.455
0.887,0.769,-0.676,-0.523,0.505,-0.466,-0.155,-0.102,0.532,0.042,0.291,-0.785,1.223,1.113,1.046,1.728,-0.345,0.43,0.069,1.041,-0.356,-1.568,0.872,0.342,0.197,-1.399,-0.974,0.288,-0.459,0.9,0.277,-0.087,0.715,-0.04,0.273,0.364,0.315,-0.378,0.492
0.852,0.73,-0.596,-0.428,0.513,-0.739,-0.055,-0.06,0.634,0.042,0.35,-1.446,0.919,1.418,0.825,1.206,-0.092,0.696,0.069,0.873,-0.333,-1.912,0.872,0.346,0.252,-0.913,-0.825,0.337,-0.459,0.798,0.64,0.199,0.952,-0.04,0.273,0.364,0.414,-0.129,0.133
0.661,0.201,-0.164,-0.101,-0.015,-0.948,0.104,0.022,0.1,0.042,-0.118,-1.371,0.597,0.893,0.938,0.821,0.002,0.696,0.067,0.409,0.298,-1.162,0.872,0.349,0.255,-0.802,-0.561,0.122,-0.455,0.44,0.378,0.147,1.291,-0.04,0.273,0.364,-0.246,-1.058,0.309
-0.849,-0.416,-0.072,0.314,0.13554063955030357,-0.044,0.414,0.281,0.211,0.042,0.01,0.231,-1.248,1.446,1.296,-0.76,0.24,0.696,-0.205,0.525,-0.646,-1.606,0.872,0.342,0.982,-0.407,0.411,0.235,-0.451,-1.191,0.237,-0.59,0.892,-0.212,-0.009,0.364,-0.073,-0.844,-0.11
-0.369,0.296,-0.501,-0.09,-0.915,-0.014,0.468,0.428,0.054,0.042,-0.282,0.251,-0.992,0.683,1.349,-1.191,0.436,0.696,-0.664,0.239,-0.877,-0.874,0.872,0.352,1.112,-0.001,0.426,0.188,-0.321,-1.406,1.397,0.292,0.507,-0.671,-0.571,0.364,-0.395,0.487,-0.219
0.784,0.613,-0.068,-0.105,0.55,-0.169,0.215,0.474,0.541,0.042,-0.242,-0.054,0.24,0.709,1.302,-0.567,-0.041,0.696,-0.382,1.042,-0.639,-1.132,0.872,0.346,0.826,-0.471,0.009,0.368,1.515,-0.08,0.537,0.427,0.932,-0.766,-0.43,0.364,-0.092,-0.148,0.128
0.896,0.844,-0.31,-0.065,0.672,-0.414,0.261,0.472,0.728,0.042,-0.422,-0.562,0.322,0.826,1.157,-0.29,0.17,0.696,-0.385,0.55,-0.412,-1.201,0.51,0.337,0.347,-0.786,0.043,0.493,-0.459,0.328,1.086,0.513,1.404,-0.613,-0.29,0.364,-0.365,0.078,0.733
1.161,0.844,-0.277,0.122,0.666,-0.593,0.378,0.491,1.207,0.042,0.229,-0.925,0.921,0.764,0.984,0.263,0.17,0.696,-0.385,0.627,-0.253,-1.201,0.51,0.353,0.256,-0.702,-0.227,0.505,-0.454,0.803,1.343,0.648,-0.346,-0.613,-0.29,0.364,0.266,-0.04,0.755
0.40560646770201064,-0.046,-0.616,-0.078,-0.797,-0.021,0.559,0.714,0.018,0.042,-0.277,0.392,-0.786,0.13,0.659,-1.134,0.251,0.961,-0.847,-0.263,-0.947,-0.553,0.987,0.358,0.969,-0.044,0.684,0.051,-0.459,-1.186,0.577,0.135,1.363,-1.187,-0.852,0.364,-0.309,0.843,-0.714
-0.567,0.208,-0.699,-0.145,-0.217,0.263,0.477,0.708,-0.133,0.042,-0.875,0.706,-0.149,0.52,0.779,-1.19,-0.102,0.961,-0.838,0.477,-0.989,-0.905,0.872,0.343,0.97,-0.234,0.83,0.199,-0.46,-0.654,0.178,-0.1,1.577,-1.187,-0.852,0.364,-1.026,0.274,-0.284
-0.271,-0.038,-1.051,-0.176,0.138,-0.031,0.327,0.665,-0.327,0.042,0.022,0.241,0.064,-0.535,0.576,-0.675,-0.182,0.961,-0.844,0.353,-0.872,-0.252,0.51,0.346,0.97,-0.496,0.416,0.069,-0.459,-0.388,1.368,0.182,0.17712913916229506,-1.187,-0.852,0.364,-0.136,1.04,-0.531
0.442,0.266,-0.038,-0.325,-0.732,-0.158,0.419,0.682,0.58,0.042,-0.126,-0.062,-0.872,1.046,0.622,-0.775,0.139,0.961,-0.38,-0.488,-1.014,-1.582,1.068,0.345,0.97,-0.65,1.563,0.307,-0.457,-0.908,0.522,0.075,0.32,-0.613,-0.29,0.364,-0.083,-0.944,0.308
-0.28,-0.163,0.139,-0.749,0.13554063955030357,-0.104,0.563,0.682,0.497,0.042,0.515,0.068,-1.085,0.501,0.838,-0.775,0.373,0.961,-0.39,0.125,-1.413,-1.011,1.068,0.343,1.36,-0.589,1.738,0.321,1.315,-0.912,0.813,-0.009,0.119,-0.613,-0.29,0.364,0.621,-0.967,-0.293
-0.758,0.043,-0.083,-0.861,0.13554063955030357,-0.053,0.644,0.748,0.807,0.042,-0.912,0.082,-1.365,0.564,0.802,-1.18,0.536,0.961,-0.381,0.21,-1.456,-1.079,0.314,0.338,1.36,-0.367,1.494,0.366,1.916,-1.273,1.096,0.049,0.351,-0.613,-0.29,0.364,-0.599,-0.445,-0.413
-0.149,0.345,-0.645,-1.176,-0.485,-0.143,0.539,0.862,0.242,0.042,-0.437,-0.166,-0.32,0.885,0.896,-1.45,0.315,0.696,-0.379,0.509,-1.312,-1.43,0.872,0.341,1.688,-0.182,1.087,0.367,1.911,-1.008,0.395,0.295,0.403,-0.613,-0.29,0.364,-0.013,-0.099,-0.916
0.525,-0.131,0.416,-0.256,-0.643,0.007,0.767,0.892,0.597,0.042,-0.3,0.288,-0.543,0.321,0.919,-0.827,0.426,0.696,-0.391,0.542,0.529,-0.795,0.872,0.345,1.52,0.216,0.969,0.184,1.597,-0.741,0.188,0.045,0.893,-0.613,-0.29,0.364,-0.894,-1.376,-0.544
0.034,-0.046,-0.085,1.09,-0.952,0.078,0.854,0.989,0.543,0.042,-0.225,0.628,-0.707,-1.078,0.901,-0.827,0.622,0.696,-0.538,0.841,0.542,0.235,1.068,0.342,1.481,0.228,0.608,0.312,1.206,-0.763,0.984,-0.029,0.228,-0.613,-0.29,0.364,-0.596,-0.103,0.195
0.40560646770201064,-0.392,-0.419,0.106,-0.753,-0.027,0.993,1.18,0.042,0.042,0.28,0.371,-0.838,1.407,1.128,-1.04,0.465,0.696,0.058,0.709,-1.245,-1.262,0.872,0.36,1.401,-0.508,0.807,0.11,1.203,-1.106,-0.657,0.051,-1.007,-0.04,-0.852,0.364,-0.231,0.642,-0.805
-0.491,-0.164,-0.756,-0.203,-0.901,-0.11,0.714,0.985,-0.043,0.042,-0.897,0.101,-0.601,-0.109,1.268,-0.81,-0.189,0.43,-0.574,1.391,-1.001,-0.383,0.51,0.351,1.112,-0.984,-0.508,0.211,-0.46,-1.211,0.715,-0.402,1.509,-0.764,-0.487,0.364,-0.963,-0.389,-0.2
-0.219,-0.274,-1.308,-0.241,-0.242,0.099,0.519,0.983,-0.351,0.042,0.103,0.54,-0.47,-1.026,1.255,-0.838,-0.21,0.43,-0.751,1.192,-1.048,0.259,0.872,0.36,1.112,-1.067,-0.906,0.04,-0.454,-1.211,-0.964,-0.206,1.035,-0.843,-0.515,0.364,0.192,0.908,-0.426
0.032,-0.149,-1.169,-0.234,-0.133,-0.927,0.369,0.868,-0.223,0.042,-0.919,-1.633,0.159,1.181,1.215,-0.838,-0.636,0.165,0.055033933518,1.04,-1.278,-1.461,0.721,0.336,1.112,-1.374,-0.209,0.114,-0.457,-0.575,-0.255,-0.403,-0.334,0.419,0.16,0.364,-0.596,-1.292,-0.175
0.561,0.11,-0.3,-0.277,-0.16,-0.454,0.563,0.833,0.224,0.042,-0.301,-0.573,0.223,1.225,1.179,-0.124,-0.242,0.165,-0.383,0.647,-0.693,-1.304,0.51,0.336,1.112,-1.345,0.326,0.221,-0.455,-0.144,0.366,-0.061,0.618,-0.327,-0.009,0.364,-0.463,-1.524,0.213
0.143,0.078,-1.005,-0.306,-0.182,-0.064,0.625,0.833,0.109,0.042,0.233,-0.007,0.077,1.09,1.14,-0.047,0.054,0.165,-0.389,0.674,-0.675,-1.169,0.51,0.343,1.112,-1.156,0.479,0.142,-0.455,-0.358,0.009,0.104,0.539,-0.613,-0.29,0.364,0.369,0.39,-0.243
0.53,0.431,-0.488,-0.287,-0.017,-0.066,0.676,0.928,0.489,0.042,-0.45,0.076,0.261,0.708,1.041,-0.146,-0.055,0.165,-0.022,0.178,-0.485,-0.907,0.872,0.355,1.112,-1.13,0.358,0.314,-0.283,-0.188,0.888,0.247,0.307,-0.212,-0.027,0.364,-0.373,-0.936,0.093
0.662,0.569,-0.63,-0.225,0.217,0.093,0.688,0.961,0.589,0.042,-0.444,0.262,0.19,1.453,1.087,0.003,0.118,0.165,-0.019,0.367,-0.306,-1.506,0.721,0.338,-0.621,-1.034,0.655,0.352,-0.456,-0.066,0.256,0.339,0.773,-0.212,-0.027,0.364,-0.114,-0.431,0.229
0.67,0.573,-0.671,-0.233,0.608,-0.059,0.733,0.961,0.605,0.042,0.239,0.047,0.405,0.834,1.173,0.053,0.226,0.165,-0.02,0.328,-0.319,-0.873,0.51,0.346,-0.621,-1.068,0.468,0.356,-0.455,0.277,0.331,0.339,0.663,-0.155,0.16,0.364,0.292,-0.122,0.358
0.564,0.341,-0.293,-0.279,0.274,-0.193,0.783,0.995,0.635,0.042,0.207,-0.061,0.429,0.643,1.234,0.338,0.265,0.165,-0.027,0.572,-0.451,-0.761,0.51,0.344,-1.189,-1.086,-0.084,0.29,-0.455,0.533,0.032,0.486,-0.149,-0.155,0.16,0.364,0.041,-0.916,0.594
0.515,0.305,-0.55,-0.243,0.361,-0.694,0.777,0.995,0.323,0.042,0.011,-1.313,0.441,1.194,0.994,0.338,0.267,-0.366,-0.01,0.705,-0.596,-1.456,0.51,0.345,-1.19,-1.18,-0.228,0.306,-0.447,0.347,-0.339,0.395,-0.243,-0.155,0.16,0.364,0.395,-1.173,0.395
-0.169,0.35042033371151843,-1.049,-0.312,-0.07,-0.158,0.73,1.077,-0.528,0.042,0.283,-0.169,-0.18,1.325,1.175,0.345,0.3,-0.366,-0.021,0.672,-1.212,-1.415,0.51,0.353,-1.19,-1.208,0.218,-0.02,-0.453,0.252,0.038,-0.152,-0.387,-0.155,0.16,0.364,0.684,0.465,-0.567
0.542,0.35,-0.804,-0.414,0.203,-0.07,0.726,1.109,0.406,0.042,-0.431,-0.011,0.381,0.645,1.15,0.31,0.096,-0.366,0.161,0.763,-0.949,-0.799,0.661,0.358,-1.19,-1.304,0.128,0.322,-0.452,0.184,0.21,-0.246,-0.119,-0.135,0.16,0.364,-0.9,-0.081,0.388
0.621,0.228,-0.572,-0.681,0.189,-0.116,0.748,1.109,0.331,0.042,-0.275,-0.174,0.497,1.324,1.278,0.299,0.118,-0.366,0.166,0.479,-0.667,-1.463,0.872,0.353,-1.19,-1.313,0.19,0.297,-0.454,0.285,0.401,0.15,0.041,-0.04,0.16,0.364,-0.186,-0.71,-0.062
0.656,0.141,-0.441,-0.567,-0.22,-0.246,0.868,1.145,0.438,0.042,-0.174,-0.343,0.146,1.602,1.258,0.253,0.118,-0.897,0.171,0.376,-0.637,-1.567,0.51,0.344,-1.19,-1.089,0.444,0.325,-0.453,0.285,-0.283,0.134,-0.454,0.075,0.16,0.364,-0.197,-0.828,-0.056
-0.425,0.35042033371151843,-0.848,-0.48,-0.121,0.021,0.934,1.145,0.129,0.042,0.512,0.321,0.093,1.142,1.369,0.227,0.393,-0.366,0.156,0.584,-0.513,-0.981,0.51,0.351,-1.189,-0.932,0.856,-0.013,-0.193,-0.122,-0.013,0.085,0.149,0.075,0.16,0.364,0.145,0.704,-0.63
-0.479,-0.419,-1.214,-0.44,-0.001,0.013,0.812,1.221,-0.612,0.042,-0.437,0.159,0.058,0.381,1.26,-0.054,0.393,-0.366,0.166,0.88,-0.48,-0.621,0.51,0.343,-1.188,-0.927,0.127,0.022,1.291,-0.034,0.19,-0.413,0.144,0.075,0.16,0.364,-0.486,0.873,-0.725
0.113,-0.058,-0.792,-0.355,-0.062,-0.063,0.7,1.125,-0.227,0.042,-0.57,0.049,0.314,0.665,1.012,0.144,-0.205,-0.366,0.162,0.08,-0.234,-0.736,0.661,0.343,-1.189,-1.093,0.421,0.111,-0.454,0.191,0.192,-0.241,0.244,0.075,0.16,0.364,-1.038,-0.05,-0.282
0.263,0.132,-0.621,-0.085,-0.033,-0.015,0.716,1.125,-0.009,0.042,-0.879,0.298,0.151,0.254,1.26,0.144,-0.135,-0.366,0.167,0.406,-0.046,-0.371,0.872,0.343,-1.19,-1.213,0.403,0.166,-0.449,-0.037,0.862,-0.17,1.145,0.075,0.16,0.364,-0.966,-0.494,0.135
0.178,0.07,-0.798,-0.188,-0.226,0.261,0.711,1.099,-0.03,0.042,-0.232,0.645,0.024,0.969,1.257,-0.061,-0.149,-0.366,0.169,0.547,-0.172,-1.134,0.872,0.347,-1.19,-1.302,0.461,0.261,-0.452,-0.152,0.443,-0.212,1.345,0.075,0.104,0.364,0.044,-0.823,0.002
-0.048,0.223,-0.599,-0.177,-0.868,-0.212,0.754,1.132,0.012,0.042,-1.155,-0.142,-0.541,0.249,1.176,-1.072,0.056,-0.366,-0.117,0.635,0.157,-0.441,0.872,0.354,1.687,-0.75,0.847,0.41,1.522,-1.345,0.097,0.043,-0.121,-0.155,-0.402,0.364,-1.099,-0.553,-0.296
0.711,0.455,-0.325,-0.124,0.175,-0.196,0.755,1.132,0.781,0.042,-0.516,-0.122,-0.665,1.338,1.316,-1.058,0.259,-0.366,-0.106,-0.106,0.414,-1.331,0.872,0.34,-0.026,-0.678,1.411,0.401,2.149,-0.742,-0.088,0.271,-0.097,-0.269,-0.515,0.364,-0.389,-1.008,0.106
